eval/success_goal_47,eval/success_goal_30,eval/success_goal_106,time_store,eval/success_goal_147,eval/success_goal_162,time_store_policy,eval/success_goal_14,eval/success_goal_81,eval/success_goal_12,eval/success_goal_105,eval/success_goal_141,eval/success_goal_43,eval/success_goal_179,eval/success_goal_19,eval/success_goal_1,eval/success_goal_25,eval/success_goal_136,eval/success_goal_138,eval/success_goal_96,eval/success_goal_165,eval/success_goal_50,time_recompute_reward,eval/success_goal_54,eval/success_goal_61,eval/success_goal_86,eval/success_goal_107,time_epoch,pos_rew_ratio,time_reset,eval/success_goal_51,time_scatter_data,eval/success_goal_120,time_buffer_sample,eval/success_goal_40,time_random,time_update,eval/success_goal_186,eval/success_goal_56,eval/success_goal_161,eval/success_goal_177,time_pre_replay,eval/success_goal_127,time_data_process,eval/success_goal_68,time_reward_func_update,eval/success_goal_76,eval/success_goal_151,time_goal_sampler,eval/success_goal_176,eval/success_goal_58,eval/success_goal_112,eval/success_goal_189,eval/success_goal_34,eval/success_goal_129,eval/success_goal_11,eval/success_goal_98,eval/success_goal_128,eval/success_goal_57,eval/success_goal_71,eval/success_goal_137,eval/success_goal_21,time_get_classif_samples,eval/success_goal_88,eval/success_goal_119,eval/success_goal_160,eval/success_goal_132,eval/success_goal_65,time_comm,eval/success_goal_38,eval/success_goal_63,eval/mean_Q,time_encoding,eval/success_goal_173,eval/success_goal_97,eval/success_goal_164,eval/success_goal_95,eval/success_goal_156,eval/success_goal_31,eval/success_goal_140,eval/success_goal_29,time_sample_goal,eval/success_goal_125,eval/success_goal_116,eval/success_goal_5,eval/success_goal_90,eval/success_goal_109,eval/success_goal_82,time_run_batch,eval/success_goal_46,eval/success_goal_33,time_batch,time_transition_batch,epoch_duration (s),eval/success_goal_4,time_social_partner,eval/success_goal_169,eval/success_goal_27,eval/success_goal_69,eval/success_goal_0,eval/success_goal_2,eval/success_goal_75,eval/success_goal_101,eval/success_goal_139,eval/success_goal_92,eval/success_goal_22,eval/success_goal_133,eval/success_goal_67,eval/success_goal_17,eval/success_goal_16,total_duration (s),eval/success_goal_159,eval/success_goal_89,eval/success_goal_8,eval/success_goal_84,eval/success_goal_80,eval/success_goal_48,eval/success_goal_135,eval/success_goal_39,time_env,time_argwhere,time_infer_social_partner,eval/success_goal_102,eval/success_goal_168,eval/success_goal_74,epoch,eval/success_goal_36,eval/success_goal_108,eval/success_goal_79,eval/success_goal_152,eval/success_goal_175,eval/success_goal_103,eval/success_goal_18,eval/success_goal_41,eval/success_goal_111,eval/success_goal_170,eval/success_goal_180,eval/success_goal_134,eval/success_goal_171,eval/success_goal_6,eval/success_goal_45,eval/success_goal_10,eval/success_goal_62,eval/success_goal_59,eval/success_goal_121,eval/success_goal_32,eval/success_goal_70,eval/success_goal_184,time_train,eval/success_goal_114,eval/success_goal_172,eval/success_goal_26,eval/success_goal_150,eval/success_goal_99,eval/success_goal_153,eval/success_goal_126,eval/success_goal_131,eval/success_goal_145,eval/success_goal_148,time_eval,eval/success_goal_166,eval/success_goal_110,time_reward_func_replay,eval/success_goal_73,eval/success_goal_15,eval/success_goal_93,eval/success_goal_104,eval/success_goal_91,eval/success_goal_183,eval/success_goal_64,eval/success_goal_181,eval/success_goal_28,eval/success_goal_118,time_sample_ind,eval/success_goal_174,eval/success_goal_117,eval/success_goal_77,eval/success_goal_42,eval/success_goal_49,time_info,eval/success_goal_85,eval/success_goal_113,eval/success_goal_130,eval/success_goal_149,eval/success_goal_157,eval/success_goal_37,z_current_eval_success_rate,eval/success_goal_143,eval/success_goal_35,eval/success_goal_72,eval/success_goal_190,eval/success_goal_154,eval/success_goal_124,time_rollout,eval/success_goal_144,eval/success_goal_188,time_sample_shuffle,eval/success_goal_87,eval/success_goal_167,eval/success_goal_115,time_replay,eval/success_goal_24,eval/success_goal_100,eval/success_goal_123,eval/success_goal_146,time_sample_1,eval/success_goal_3,eval/success_goal_7,eval/success_goal_9,eval/success_goal_155,eval/success_goal_44,eval/success_goal_23,episode,eval/success_goal_83,eval/success_goal_13,eval/success_goal_60,eval/success_goal_78,eval/success_goal_122,eval/success_goal_142,eval/success_goal_163,eval/success_goal_187,eval/success_goal_55,eval/success_goal_178,eval/success_goal_53,eval/success_goal_182,eval/success_goal_158,eval/success_goal_185,eval/success_goal_94,eval/success_goal_20,eval/success_goal_52,eval/success_goal_66
1.0,1.0,1.0,0.004,0.0,0.0,0.081,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.515,1.0,1.0,0.0,1.0,488.127,0.4896875,0.000,1.0,0.439,0.0,299.935,0.0,23.487,153.566,0.0,0.0,1.0,0.0,16.464,1.0,5.711,1.0,0.805,1.0,0.0,0.049,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.162,1.0,1.0,0.0,1.0,0.0,0.000,1.0,1.0,-13.226788,0.000,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.035,1.0,1.0,1.0,1.0,0.0,1.0,0.000,1.0,1.0,307.604,1.653,488.1897041797638,1.0,0.278,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,25198.25229358673,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.000,0.032,0.001,1.0,0.0,1.0,39,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,461.970,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,14.194,0.0,1.0,232.964,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,15.542,1.0,1.0,1.0,0.0,1.0,0.000,1.0,1.0,1.0,0.0,0.0,0.0,0.5654450261780105,1.0,1.0,1.0,0.0,0.0,0.0,5.047,0.0,0.0,0.060,1.0,0.0,1.0,277.638,1.0,0.0,1.0,1.0,13.765,1.0,1.0,1.0,0.0,1.0,1.0,4000.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,1.0,0.000,0.0,0.0,0.117,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.514,0.0,1.0,1.0,0.0,617.611,0.48671875,0.000,1.0,0.415,1.0,300.118,1.0,23.404,153.601,0.0,1.0,0.0,0.0,16.534,1.0,7.856,0.0,127.496,1.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7.396,1.0,0.0,0.0,0.0,0.0,0.000,0.0,1.0,-12.137704,0.000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,1.0,1.0,1.0,1.0,1.0,1.0,0.000,0.0,1.0,307.480,1.590,617.6962838172913,1.0,0.376,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,25815.948577404022,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.000,0.077,0.002,0.0,0.0,1.0,40,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,461.844,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.090,0.0,1.0,233.144,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,15.697,0.0,1.0,1.0,1.0,1.0,0.000,1.0,1.0,1.0,0.0,0.0,0.0,0.5340314136125655,1.0,1.0,1.0,0.0,0.0,1.0,4.827,0.0,0.0,0.042,1.0,0.0,1.0,277.815,0.0,0.0,1.0,0.0,14.050,1.0,1.0,1.0,0.0,1.0,1.0,4100.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1.0,1.0,1.0,0.032,0.0,1.0,0.069,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.734,1.0,1.0,1.0,1.0,513.788,0.484375,0.000,1.0,0.498,0.0,314.489,0.0,24.477,162.300,1.0,1.0,1.0,0.0,17.235,0.0,5.423,0.0,0.770,1.0,0.0,0.005,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.906,1.0,0.0,0.0,0.0,1.0,0.000,0.0,1.0,-13.342494,0.000,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.005,1.0,1.0,1.0,0.0,1.0,1.0,0.000,1.0,0.0,322.450,1.543,513.862735748291,1.0,0.346,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,26329.811313152313,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.000,0.051,0.006,0.0,0.0,1.0,41,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,485.500,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.539,0.0,0.0,244.669,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,16.327,0.0,1.0,1.0,0.0,0.0,0.000,1.0,0.0,0.0,0.0,1.0,0.0,0.518324607329843,0.0,1.0,1.0,0.0,0.0,1.0,5.103,0.0,0.0,0.012,1.0,1.0,1.0,291.135,1.0,1.0,1.0,0.0,14.648,1.0,1.0,1.0,0.0,1.0,1.0,4200.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,1.0,0.016,0.0,0.0,0.102,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.538,1.0,1.0,1.0,1.0,683.551,0.49125,0.000,1.0,0.483,1.0,301.902,1.0,23.499,156.174,0.0,1.0,0.0,0.0,16.478,0.0,5.464,0.0,191.365,0.0,0.0,0.004,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.954,1.0,1.0,0.0,1.0,0.0,0.000,1.0,1.0,-11.7702,0.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.002,1.0,1.0,1.0,0.0,1.0,1.0,0.000,1.0,1.0,309.717,1.670,683.6254596710205,1.0,0.327,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27013.436772823334,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.000,0.057,0.002,1.0,0.0,0.0,42,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,466.541,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,14.664,0.0,0.0,234.410,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,15.681,0.0,1.0,1.0,0.0,0.0,0.000,1.0,0.0,1.0,0.0,0.0,1.0,0.5759162303664922,1.0,1.0,1.0,0.0,0.0,1.0,5.053,1.0,0.0,0.038,1.0,0.0,1.0,279.535,1.0,0.0,1.0,0.0,13.966,1.0,1.0,1.0,0.0,1.0,0.0,4300.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.0,1.0,1.0,0.003,0.0,0.0,0.153,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.570,1.0,1.0,1.0,0.0,508.626,0.49171875,0.000,1.0,0.473,1.0,313.571,0.0,23.777,161.455,0.0,1.0,0.0,0.0,18.010,1.0,4.459,1.0,0.771,1.0,0.0,0.027,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.928,1.0,1.0,0.0,0.0,1.0,0.000,1.0,1.0,-12.257711,0.000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.025,0.0,1.0,1.0,1.0,1.0,1.0,0.000,0.0,1.0,321.335,1.684,508.6729121208191,1.0,0.300,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27522.109684944153,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.000,0.055,0.020,1.0,0.0,1.0,43,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,483.350,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.500,0.0,1.0,244.397,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,17.177,1.0,1.0,1.0,1.0,0.0,0.000,1.0,0.0,1.0,1.0,0.0,1.0,0.6387434554973822,1.0,1.0,1.0,0.0,0.0,0.0,5.065,1.0,0.0,0.046,1.0,1.0,1.0,289.887,1.0,1.0,1.0,0.0,15.361,1.0,1.0,1.0,0.0,1.0,1.0,4400.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.002,0.0,0.0,0.133,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.544,1.0,1.0,1.0,1.0,625.677,0.486484375,0.000,0.0,0.443,1.0,303.279,1.0,22.789,155.354,0.0,1.0,0.0,0.0,17.790,1.0,2.862,1.0,135.367,1.0,0.0,0.003,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.370,1.0,1.0,0.0,1.0,1.0,0.000,1.0,1.0,-11.56335,0.000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.016,1.0,1.0,1.0,1.0,1.0,1.0,0.000,0.0,0.0,311.135,2.163,625.7477338314056,1.0,0.338,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,28147.85741877556,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.000,0.055,0.005,0.0,1.0,1.0,44,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,466.993,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.043,0.0,1.0,236.051,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,16.970,0.0,1.0,1.0,1.0,1.0,0.000,1.0,1.0,1.0,0.0,0.0,1.0,0.6387434554973822,0.0,1.0,1.0,0.0,0.0,1.0,4.922,0.0,0.0,0.042,1.0,0.0,1.0,280.091,1.0,0.0,1.0,0.0,14.729,1.0,1.0,1.0,1.0,1.0,1.0,4500.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.003,0.0,0.0,0.082,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.863,1.0,1.0,1.0,0.0,4687.140,0.492265625,0.000,0.0,0.535,1.0,4485.374,0.0,23.514,160.578,0.0,1.0,0.0,0.0,4198.916,1.0,11.900,0.0,0.748,1.0,0.0,0.018,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.292,1.0,1.0,0.0,0.0,0.0,0.000,0.0,1.0,-11.58617,0.000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.002,1.0,1.0,1.0,1.0,1.0,1.0,0.000,1.0,1.0,4493.750,4182.689,4687.210436820984,1.0,0.210,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,32835.06785559654,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000,0.047,0.002,1.0,0.0,1.0,45,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4654.838,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,14.171,0.0,1.0,236.916,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4197.867,0.0,1.0,1.0,1.0,1.0,0.000,1.0,0.0,1.0,0.0,0.0,1.0,0.6178010471204188,1.0,1.0,1.0,0.0,0.0,0.0,5.185,0.0,0.0,0.044,1.0,0.0,1.0,280.464,1.0,1.0,0.0,0.0,15.116,1.0,1.0,0.0,0.0,1.0,1.0,4600.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1.0,1.0,1.0,0.000,0.0,0.0,0.079,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.501,1.0,1.0,1.0,1.0,604.243,0.493203125,0.000,1.0,0.509,1.0,286.308,0.0,22.093,152.122,0.0,1.0,0.0,0.0,19.513,1.0,11.392,1.0,126.559,1.0,0.0,0.000,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,10.825,1.0,1.0,0.0,1.0,1.0,0.000,0.0,1.0,-11.681986,0.000,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.026,1.0,1.0,1.0,1.0,1.0,0.0,0.000,0.0,1.0,294.399,3.701,604.322676897049,1.0,0.260,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33439.39053249359,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.000,0.022,0.001,1.0,0.0,1.0,46,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,446.974,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,14.074,0.0,1.0,222.096,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,18.783,0.0,1.0,1.0,1.0,0.0,0.000,0.0,0.0,1.0,0.0,0.0,1.0,0.581151832460733,1.0,1.0,1.0,0.0,0.0,1.0,4.880,0.0,0.0,0.032,0.0,0.0,0.0,261.218,1.0,1.0,1.0,0.0,15.009,1.0,1.0,1.0,0.0,1.0,0.0,4700.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,1.0,0.000,0.0,0.0,0.111,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.557,1.0,1.0,1.0,0.0,472.655,0.494296875,0.000,1.0,0.505,1.0,287.674,0.0,22.413,149.367,0.0,1.0,0.0,0.0,18.659,1.0,7.457,0.0,0.792,1.0,0.0,0.016,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.895,1.0,1.0,0.0,1.0,0.0,0.000,1.0,1.0,-11.995195,0.000,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.016,1.0,1.0,1.0,0.0,1.0,1.0,0.000,1.0,0.0,295.133,3.494,472.7261459827423,1.0,0.313,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,33912.11667847633,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.000,0.146,0.000,1.0,1.0,1.0,47,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,444.986,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.169,0.0,1.0,221.055,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,18.031,0.0,1.0,0.0,0.0,0.0,0.000,1.0,0.0,1.0,0.0,0.0,1.0,0.6230366492146597,1.0,1.0,1.0,0.0,0.0,1.0,4.801,1.0,1.0,0.042,1.0,0.0,0.0,263.107,1.0,1.0,1.0,1.0,14.436,1.0,1.0,1.0,0.0,1.0,1.0,4800.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,1.0,0.001,0.0,0.0,0.106,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.477,0.0,1.0,1.0,1.0,593.009,0.49703125,0.000,1.0,0.439,1.0,286.947,1.0,23.076,149.718,0.0,0.0,0.0,0.0,18.048,1.0,6.402,0.0,122.300,1.0,1.0,0.016,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.884,1.0,0.0,0.0,0.0,0.0,0.000,1.0,1.0,-12.072973,0.000,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.025,1.0,1.0,1.0,0.0,1.0,1.0,0.000,1.0,1.0,294.688,2.832,593.0757615566254,1.0,0.322,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,34505.19244003296,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.000,0.057,0.000,1.0,0.0,1.0,48,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,444.954,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,14.119,0.0,1.0,221.022,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,17.388,0.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,1.0,0.0,0.0,0.0,0.581151832460733,1.0,1.0,1.0,0.0,0.0,1.0,4.780,0.0,0.0,0.017,1.0,0.0,0.0,263.530,0.0,1.0,0.0,0.0,14.539,1.0,1.0,1.0,0.0,1.0,0.0,4900.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,1.0,0.016,0.0,0.0,0.062,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.663,1.0,0.0,1.0,1.0,472.658,0.493515625,0.000,0.0,0.422,1.0,287.854,1.0,22.061,149.091,0.0,1.0,0.0,0.0,19.185,1.0,7.134,1.0,0.811,1.0,0.0,0.000,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.634,0.0,0.0,0.0,1.0,1.0,0.000,1.0,1.0,-11.389277,0.000,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.000,1.0,1.0,1.0,1.0,0.0,1.0,0.000,1.0,0.0,295.677,3.207,472.7209541797638,1.0,0.249,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,34977.91339421272,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.000,0.042,0.031,1.0,0.0,1.0,49,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,445.328,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.191,1.0,1.0,221.422,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18.445,0.0,1.0,1.0,0.0,1.0,0.000,1.0,1.0,1.0,0.0,0.0,1.0,0.6282722513089005,0.0,1.0,1.0,0.0,0.0,1.0,4.867,0.0,0.0,0.026,1.0,0.0,1.0,262.930,1.0,1.0,1.0,1.0,15.160,1.0,1.0,1.0,0.0,1.0,0.0,5000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,0.000,0.0,0.0,0.056,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.666,1.0,0.0,1.0,1.0,617.258,0.49609375,0.000,1.0,0.445,1.0,285.246,0.0,23.636,151.806,0.0,1.0,0.0,0.0,16.670,1.0,7.848,0.0,145.650,1.0,0.0,0.047,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.309,1.0,1.0,0.0,1.0,1.0,0.000,1.0,1.0,-11.284022,0.000,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000,0.0,1.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,291.989,2.599,617.3215398788452,1.0,0.286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,35595.23493409157,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000,0.062,0.016,1.0,0.0,0.0,50,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,444.363,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,14.243,0.0,1.0,218.523,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,15.830,0.0,0.0,1.0,0.0,1.0,0.000,1.0,1.0,1.0,1.0,0.0,1.0,0.6335078534031413,0.0,1.0,1.0,1.0,0.0,1.0,4.812,0.0,0.0,0.016,1.0,0.0,1.0,263.164,0.0,1.0,1.0,0.0,13.214,1.0,1.0,1.0,0.0,1.0,1.0,5100.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
