eval/success_goal_59,z_current_eval_success_rate,time_eval,episode,eval/success_goal_188,eval/success_goal_78,time_infer_social_partner,eval/success_goal_133,eval/success_goal_163,eval/success_goal_1,eval/success_goal_90,eval/success_goal_69,eval/success_goal_5,time_sample_1,eval/success_goal_41,total_duration (s),eval/success_goal_177,eval/success_goal_143,time_store,eval/success_goal_11,eval/success_goal_34,eval/success_goal_150,eval/success_goal_19,time_argwhere,eval/success_goal_8,eval/success_goal_162,eval/success_goal_45,eval/success_goal_47,eval/success_goal_54,eval/success_goal_0,pos_rew_ratio,eval/success_goal_97,eval/success_goal_104,eval/success_goal_61,eval/success_goal_73,eval/success_goal_84,eval/success_goal_64,eval/success_goal_120,eval/success_goal_49,eval/success_goal_142,eval/success_goal_154,eval/success_goal_81,eval/success_goal_141,time_replay,eval/success_goal_56,eval/success_goal_7,eval/success_goal_151,eval/success_goal_124,eval/success_goal_53,eval/success_goal_76,time_recompute_reward,eval/success_goal_139,eval/success_goal_103,eval/success_goal_165,eval/success_goal_138,eval/success_goal_114,eval/success_goal_107,eval/success_goal_180,time_transition_batch,eval/success_goal_82,eval/success_goal_156,eval/success_goal_187,eval/success_goal_75,eval/success_goal_146,eval/success_goal_72,eval/success_goal_71,eval/success_goal_77,eval/success_goal_87,time_sample_shuffle,eval/success_goal_96,eval/success_goal_30,eval/success_goal_122,time_get_classif_samples,eval/success_goal_181,eval/success_goal_21,eval/success_goal_130,eval/success_goal_115,eval/success_goal_66,eval/success_goal_126,eval/success_goal_95,eval/success_goal_112,eval/success_goal_55,eval/success_goal_135,eval/success_goal_158,eval/success_goal_176,eval/success_goal_178,eval/success_goal_186,eval/success_goal_13,eval/success_goal_40,eval/success_goal_51,eval/success_goal_102,eval/success_goal_6,eval/success_goal_15,eval/success_goal_17,eval/success_goal_46,eval/success_goal_179,time_info,eval/success_goal_28,eval/success_goal_38,eval/success_goal_50,eval/success_goal_16,eval/success_goal_128,eval/success_goal_175,eval/success_goal_184,eval/success_goal_9,eval/success_goal_172,eval/success_goal_2,eval/success_goal_12,eval/success_goal_170,eval/success_goal_160,time_batch,time_data_process,time_update,eval/success_goal_68,eval/success_goal_168,eval/success_goal_4,eval/success_goal_123,eval/success_goal_166,eval/success_goal_44,eval/success_goal_153,time_random,eval/success_goal_27,eval/success_goal_108,eval/success_goal_93,eval/success_goal_14,eval/success_goal_89,eval/success_goal_10,eval/success_goal_137,time_epoch,time_pre_replay,eval/success_goal_106,eval/success_goal_132,eval/success_goal_161,time_encoding,eval/success_goal_101,eval/success_goal_70,time_sample_ind,eval/success_goal_48,eval/success_goal_127,eval/success_goal_86,eval/success_goal_140,eval/success_goal_159,eval/success_goal_173,eval/mean_Q,eval/success_goal_85,eval/success_goal_99,eval/success_goal_117,eval/success_goal_119,eval/success_goal_134,eval/success_goal_36,eval/success_goal_105,eval/success_goal_113,eval/success_goal_149,eval/success_goal_20,eval/success_goal_109,eval/success_goal_171,eval/success_goal_42,time_rollout,eval/success_goal_32,eval/success_goal_100,time_goal_sampler,eval/success_goal_52,eval/success_goal_182,eval/success_goal_136,eval/success_goal_60,eval/success_goal_62,eval/success_goal_63,eval/success_goal_131,eval/success_goal_80,time_buffer_sample,eval/success_goal_58,eval/success_goal_183,epoch,eval/success_goal_37,eval/success_goal_57,time_social_partner,eval/success_goal_145,eval/success_goal_121,eval/success_goal_35,eval/success_goal_26,eval/success_goal_152,time_comm,eval/success_goal_3,eval/success_goal_118,time_run_batch,eval/success_goal_79,eval/success_goal_98,eval/success_goal_33,time_reward_func_update,time_train,eval/success_goal_185,eval/success_goal_155,eval/success_goal_174,eval/success_goal_189,epoch_duration (s),eval/success_goal_18,eval/success_goal_148,eval/success_goal_31,eval/success_goal_88,eval/success_goal_116,time_reset,time_store_policy,eval/success_goal_83,time_reward_func_replay,eval/success_goal_39,time_sample_goal,eval/success_goal_91,eval/success_goal_92,eval/success_goal_164,eval/success_goal_74,eval/success_goal_157,eval/success_goal_144,time_scatter_data,eval/success_goal_23,eval/success_goal_22,eval/success_goal_129,eval/success_goal_190,time_env,eval/success_goal_24,eval/success_goal_167,eval/success_goal_25,eval/success_goal_29,eval/success_goal_169,eval/success_goal_94,eval/success_goal_67,eval/success_goal_111,eval/success_goal_43,eval/success_goal_125,eval/success_goal_147,eval/success_goal_110,eval/success_goal_65
1.0,0.643979057591623,14.277,4000.0,0.0,1.0,0.015,0.0,0.0,1.0,1.0,0.0,1.0,13.317,0.0,32879.114985227585,0.0,1.0,0.007,1.0,0.0,0.0,1.0,0.054,1.0,0.0,1.0,1.0,1.0,1.0,0.49140625,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,260.380,1.0,1.0,0.0,1.0,1.0,1.0,0.522,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.558,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.029,1.0,1.0,1.0,5.008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,289.316,5.490,150.962,0.0,0.0,1.0,1.0,0.0,1.0,1.0,23.381,0.0,0.0,1.0,1.0,1.0,0.0,1.0,466.700,15.735,1.0,1.0,0.0,0.000,0.0,1.0,14.947,1.0,0.0,1.0,1.0,0.0,0.0,-9.770331,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.743,1.0,1.0,0.010,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,281.804,1.0,0.0,39,1.0,1.0,0.320,0.0,1.0,0.0,1.0,0.0,0.000,1.0,1.0,0.000,1.0,1.0,1.0,0.731,441.037,0.0,0.0,0.0,0.0,466.77775740623474,1.0,0.0,1.0,1.0,1.0,0.000,0.086,0.0,219.082,1.0,0.008,1.0,1.0,0.0,1.0,0.0,1.0,0.438,1.0,1.0,0.0,0.0,0.000,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.5916230366492147,14.184,4100.0,0.0,1.0,0.011,1.0,1.0,1.0,1.0,1.0,1.0,13.723,0.0,33535.432161569595,0.0,1.0,0.007,1.0,0.0,0.0,0.0,0.050,1.0,0.0,1.0,1.0,1.0,1.0,0.49328125,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,270.543,1.0,1.0,0.0,1.0,1.0,1.0,0.638,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.638,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.016,0.0,1.0,0.0,7.199,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,300.602,7.696,155.574,1.0,0.0,1.0,1.0,0.0,0.0,0.0,23.896,1.0,1.0,1.0,1.0,1.0,0.0,1.0,656.233,16.220,1.0,1.0,0.0,0.000,1.0,1.0,15.438,0.0,1.0,0.0,1.0,0.0,1.0,-9.316668,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.998,1.0,1.0,0.015,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,292.839,0.0,0.0,40,1.0,0.0,0.312,1.0,0.0,1.0,0.0,0.0,0.000,1.0,1.0,0.000,0.0,0.0,0.0,171.941,456.967,0.0,0.0,0.0,0.0,656.3171763420105,0.0,0.0,0.0,1.0,1.0,0.000,0.105,1.0,228.000,1.0,0.009,0.0,0.0,0.0,1.0,0.0,1.0,0.445,1.0,1.0,1.0,0.0,0.000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.5968586387434555,13.967,4200.0,0.0,1.0,0.015,1.0,0.0,1.0,1.0,1.0,1.0,13.855,1.0,34016.32491493225,0.0,1.0,0.010,1.0,1.0,1.0,1.0,0.053,1.0,0.0,1.0,1.0,1.0,1.0,0.492265625,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,267.167,1.0,1.0,0.0,1.0,0.0,1.0,0.622,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.679,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.035,1.0,0.0,0.0,5.329,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.000,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,297.453,5.833,156.837,1.0,0.0,1.0,1.0,0.0,1.0,0.0,23.380,1.0,1.0,1.0,1.0,1.0,1.0,1.0,480.834,16.443,0.0,1.0,1.0,0.000,1.0,1.0,15.611,1.0,0.0,1.0,0.0,0.0,0.0,-9.989959,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.833,0.0,1.0,0.004,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,289.649,1.0,0.0,41,1.0,1.0,0.326,0.0,1.0,1.0,1.0,1.0,0.000,1.0,1.0,0.000,0.0,1.0,0.0,0.779,454.988,0.0,0.0,0.0,0.0,480.89275336265564,0.0,0.0,0.0,0.0,1.0,0.000,0.085,1.0,225.336,0.0,0.011,1.0,1.0,0.0,1.0,1.0,1.0,0.460,0.0,1.0,1.0,0.0,0.000,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1.0,0.5916230366492147,14.092,4300.0,1.0,1.0,0.011,1.0,0.0,1.0,1.0,0.0,1.0,14.124,1.0,34722.686916828156,0.0,1.0,0.004,0.0,0.0,1.0,1.0,0.042,1.0,0.0,1.0,0.0,1.0,1.0,0.49703125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,370.176,1.0,1.0,0.0,1.0,1.0,1.0,0.617,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.724,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.031,1.0,1.0,1.0,6.467,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,400.688,6.979,156.926,1.0,0.0,1.0,0.0,0.0,1.0,0.0,23.317,0.0,1.0,1.0,1.0,0.0,1.0,1.0,706.296,16.681,0.0,0.0,0.0,0.000,1.0,1.0,15.919,1.0,1.0,1.0,0.0,0.0,1.0,-8.001793,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.918,1.0,0.0,0.009,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,392.901,1.0,0.0,42,1.0,1.0,0.331,0.0,0.0,1.0,0.0,0.0,0.000,1.0,1.0,0.000,1.0,1.0,1.0,121.664,558.206,0.0,1.0,0.0,0.0,706.3620018959045,0.0,0.0,1.0,0.0,1.0,0.000,0.095,0.0,328.273,0.0,0.006,0.0,0.0,0.0,1.0,0.0,1.0,0.458,1.0,0.0,0.0,0.0,0.000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,0.5497382198952879,14.052,4400.0,0.0,0.0,0.009,0.0,0.0,1.0,1.0,1.0,1.0,13.906,1.0,35195.97214961052,0.0,1.0,0.004,1.0,1.0,0.0,1.0,0.064,1.0,0.0,1.0,1.0,1.0,1.0,0.486328125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,260.888,1.0,1.0,0.0,1.0,0.0,1.0,0.590,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.728,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.021,1.0,1.0,1.0,7.021,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,290.798,7.540,154.156,1.0,0.0,1.0,1.0,0.0,0.0,0.0,23.621,0.0,1.0,0.0,1.0,0.0,1.0,1.0,473.213,16.460,0.0,1.0,0.0,0.000,0.0,1.0,15.696,1.0,1.0,1.0,1.0,1.0,0.0,-8.365561,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.918,0.0,1.0,0.019,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,283.218,1.0,0.0,43,1.0,0.0,0.321,0.0,0.0,1.0,1.0,0.0,0.000,1.0,0.0,0.000,0.0,0.0,1.0,0.755,445.522,0.0,0.0,0.0,0.0,473.2852327823639,1.0,0.0,1.0,0.0,1.0,0.000,0.091,1.0,219.104,0.0,0.006,0.0,1.0,0.0,1.0,0.0,0.0,0.460,1.0,1.0,1.0,0.0,0.000,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.6282722513089005,14.139,4500.0,0.0,1.0,0.013,0.0,0.0,1.0,1.0,0.0,1.0,13.976,1.0,35794.262963056564,0.0,1.0,0.004,1.0,1.0,0.0,1.0,0.046,1.0,0.0,1.0,1.0,0.0,1.0,0.49078125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,262.833,0.0,1.0,0.0,1.0,1.0,1.0,0.526,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.644,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.017,1.0,1.0,1.0,3.321,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,292.827,3.809,155.423,0.0,0.0,1.0,1.0,0.0,1.0,0.0,23.815,0.0,1.0,1.0,0.0,0.0,1.0,1.0,598.225,16.490,1.0,1.0,0.0,0.000,0.0,1.0,15.704,1.0,1.0,0.0,1.0,1.0,0.0,-8.271097,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.832,0.0,1.0,0.009,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,285.141,1.0,0.0,44,1.0,1.0,0.328,0.0,1.0,1.0,1.0,1.0,0.000,1.0,1.0,0.000,1.0,1.0,1.0,126.242,448.768,0.0,0.0,0.0,0.0,598.2908134460449,0.0,0.0,0.0,1.0,1.0,0.000,0.091,0.0,220.851,1.0,0.008,1.0,1.0,0.0,1.0,0.0,1.0,0.440,0.0,1.0,0.0,0.0,0.000,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1.0,0.5968586387434555,13.905,4600.0,1.0,1.0,0.013,1.0,0.0,1.0,1.0,1.0,1.0,13.884,1.0,36262.032816171646,0.0,0.0,0.008,1.0,1.0,0.0,1.0,0.046,1.0,0.0,1.0,1.0,1.0,1.0,0.49765625,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,257.647,1.0,1.0,0.0,1.0,1.0,1.0,0.539,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.673,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.040,1.0,1.0,1.0,6.721,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,287.275,7.210,152.792,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22.607,1.0,1.0,0.0,1.0,1.0,0.0,0.0,467.704,16.373,1.0,0.0,0.0,0.000,1.0,1.0,15.632,1.0,1.0,1.0,1.0,0.0,0.0,-8.781358,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.760,1.0,1.0,0.007,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,279.773,1.0,0.0,45,1.0,1.0,0.326,0.0,0.0,0.0,1.0,0.0,0.000,1.0,1.0,0.000,1.0,0.0,1.0,0.815,440.576,0.0,0.0,0.0,0.0,467.7698531150818,1.0,0.0,1.0,0.0,1.0,0.000,0.088,1.0,217.064,1.0,0.011,1.0,1.0,0.0,1.0,0.0,1.0,0.447,0.0,1.0,1.0,0.0,0.000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.0,0.612565445026178,14.095,4700.0,0.0,0.0,0.013,1.0,0.0,1.0,1.0,1.0,1.0,13.956,0.0,36853.13679122925,0.0,1.0,0.006,1.0,1.0,0.0,1.0,0.045,1.0,0.0,1.0,1.0,0.0,1.0,0.49578125,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,258.374,1.0,1.0,0.0,1.0,1.0,1.0,0.574,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.563,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.026,1.0,1.0,1.0,7.820,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.000,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,288.039,8.318,152.297,1.0,0.0,1.0,1.0,0.0,0.0,0.0,22.610,1.0,1.0,0.0,1.0,0.0,1.0,1.0,591.037,16.361,0.0,1.0,0.0,0.000,1.0,0.0,15.597,1.0,1.0,1.0,0.0,1.0,0.0,-9.852281,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.759,1.0,0.0,0.015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,280.556,1.0,0.0,46,1.0,1.0,0.330,0.0,1.0,1.0,1.0,1.0,0.000,1.0,0.0,0.000,1.0,0.0,0.0,122.573,440.848,0.0,0.0,0.0,0.0,591.1039750576019,1.0,0.0,1.0,1.0,1.0,0.000,0.090,1.0,217.781,0.0,0.008,1.0,1.0,0.0,1.0,0.0,1.0,0.447,1.0,1.0,1.0,0.0,0.000,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1.0,0.6387434554973822,14.074,4800.0,0.0,1.0,0.009,1.0,0.0,1.0,1.0,1.0,1.0,14.173,1.0,37319.05169463158,0.0,1.0,0.011,1.0,1.0,0.0,1.0,0.068,1.0,0.0,0.0,1.0,1.0,1.0,0.4996875,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,257.237,1.0,1.0,0.0,1.0,1.0,1.0,0.574,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.574,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.038,1.0,1.0,1.0,5.113,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.000,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,287.155,5.596,152.419,1.0,0.0,1.0,1.0,0.0,1.0,0.0,22.593,0.0,1.0,1.0,1.0,1.0,1.0,1.0,465.841,16.605,1.0,0.0,0.0,0.000,0.0,1.0,15.827,1.0,0.0,1.0,0.0,0.0,0.0,-7.7042627,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.788,1.0,1.0,0.010,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,279.661,1.0,0.0,47,1.0,1.0,0.329,0.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,0.000,1.0,1.0,1.0,0.833,440.116,0.0,1.0,0.0,0.0,465.9149034023285,0.0,0.0,1.0,1.0,1.0,0.000,0.086,1.0,216.632,0.0,0.008,1.0,1.0,0.0,1.0,0.0,1.0,0.437,1.0,0.0,1.0,0.0,0.000,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1.0,0.643979057591623,13.909,4900.0,0.0,1.0,0.005,1.0,0.0,1.0,1.0,1.0,1.0,14.219,1.0,37904.23076605797,0.0,1.0,0.002,0.0,1.0,0.0,1.0,0.056,1.0,0.0,1.0,1.0,1.0,1.0,0.495546875,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,256.257,1.0,1.0,0.0,1.0,1.0,1.0,0.536,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.526,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.023,1.0,1.0,1.0,3.767,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,286.152,4.247,152.099,1.0,0.0,1.0,1.0,1.0,1.0,0.0,22.612,0.0,1.0,1.0,1.0,0.0,1.0,1.0,585.114,16.592,0.0,1.0,0.0,0.000,0.0,1.0,15.804,1.0,1.0,1.0,1.0,0.0,0.0,-8.309783,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.785,1.0,1.0,0.008,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,278.683,1.0,0.0,48,1.0,1.0,0.332,0.0,1.0,0.0,1.0,0.0,0.000,1.0,0.0,0.000,0.0,1.0,1.0,122.899,438.825,0.0,0.0,0.0,0.0,585.1790714263916,1.0,0.0,1.0,1.0,1.0,0.000,0.098,0.0,215.686,1.0,0.013,1.0,1.0,0.0,1.0,0.0,1.0,0.436,1.0,1.0,1.0,0.0,0.000,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.0,0.6649214659685864,14.080,5000.0,0.0,1.0,0.011,1.0,0.0,1.0,1.0,1.0,1.0,14.288,1.0,38366.72593331337,0.0,1.0,0.006,0.0,1.0,0.0,1.0,0.059,1.0,0.0,1.0,1.0,1.0,1.0,0.497109375,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,254.411,1.0,1.0,0.0,1.0,1.0,1.0,0.580,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.561,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.028,1.0,1.0,0.0,4.556,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.000,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,284.438,5.048,152.301,1.0,0.0,1.0,1.0,0.0,1.0,0.0,22.680,1.0,0.0,1.0,1.0,0.0,1.0,1.0,462.429,16.679,1.0,1.0,0.0,0.000,0.0,1.0,15.926,1.0,1.0,1.0,1.0,1.0,0.0,-8.005854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.751,1.0,0.0,0.008,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,276.946,1.0,0.0,49,1.0,1.0,0.319,1.0,1.0,1.0,1.0,0.0,0.000,1.0,0.0,0.000,0.0,0.0,0.0,0.807,437.320,0.0,0.0,1.0,0.0,462.4951672554016,1.0,0.0,1.0,1.0,1.0,0.000,0.089,0.0,213.759,1.0,0.009,1.0,1.0,0.0,1.0,1.0,1.0,0.445,1.0,1.0,1.0,0.0,0.000,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.0,0.5654450261780105,13.953,5100.0,1.0,0.0,0.011,1.0,0.0,1.0,0.0,1.0,1.0,14.404,0.0,38950.71379375458,0.0,1.0,0.014,0.0,0.0,0.0,0.0,0.067,1.0,0.0,0.0,1.0,1.0,1.0,0.493125,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,255.759,1.0,1.0,0.0,1.0,1.0,1.0,0.550,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.540,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.022,0.0,1.0,1.0,2.353,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.000,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,285.925,2.854,152.678,0.0,0.0,1.0,1.0,0.0,1.0,0.0,22.720,1.0,1.0,1.0,0.0,0.0,1.0,0.0,583.920,16.754,1.0,1.0,0.0,0.000,0.0,0.0,16.008,1.0,0.0,1.0,1.0,0.0,0.0,-7.7207074,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.815,1.0,0.0,0.018,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,278.429,1.0,1.0,50,1.0,0.0,0.329,0.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,0.000,0.0,1.0,0.0,122.671,439.190,0.0,0.0,0.0,0.0,583.9878604412079,1.0,0.0,1.0,0.0,0.0,0.000,0.082,0.0,214.946,1.0,0.008,0.0,1.0,0.0,1.0,0.0,1.0,0.448,1.0,1.0,1.0,0.0,0.000,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
